code,county,MSA Code,msa,MSA Type,CSA Code,CSA Title
48073,"Cherokee County, Texas",C2738,"Jacksonville, TX",Micro,CS540,"Tyler-Jacksonville, TX"
48075,"Childress County, Texas",,,,,
48077,"Clay County, Texas",C4866,"Wichita Falls, TX",Metro,,
48079,"Cochran County, Texas",,,,,
48081,"Coke County, Texas",,,,,
48083,"Coleman County, Texas",,,,,
48085,"Collin County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48087,"Collingsworth County, Texas",,,,,
48089,"Colorado County, Texas",,,,,
48091,"Comal County, Texas",C4170,"San Antonio-New Braunfels, TX",Metro,,
48093,"Comanche County, Texas",,,,,
48095,"Concho County, Texas",,,,,
48097,"Cooke County, Texas",C2362,"Gainesville, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48099,"Coryell County, Texas",C2866,"Killeen-Temple, TX",Metro,,
48101,"Cottle County, Texas",,,,,
48103,"Crane County, Texas",,,,,
48105,"Crockett County, Texas",,,,,
48107,"Crosby County, Texas",C3118,"Lubbock, TX",Metro,CS352,"Lubbock-Levelland, TX"
48109,"Culberson County, Texas",,,,,
48111,"Dallam County, Texas",,,,,
48113,"Dallas County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48115,"Dawson County, Texas",C2950,"Lamesa, TX",Micro,,
48117,"Deaf Smith County, Texas",C2582,"Hereford, TX",Micro,,
48119,"Delta County, Texas",,,,,
48121,"Denton County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48123,"DeWitt County, Texas",,,,,
48125,"Dickens County, Texas",,,,,
48127,"Dimmit County, Texas",,,,,
48129,"Donley County, Texas",,,,,
48131,"Duval County, Texas",,,,,
48133,"Eastland County, Texas",,,,,
48135,"Ector County, Texas",C3622,"Odessa, TX",Metro,CS372,"Midland-Odessa, TX"
48137,"Edwards County, Texas",,,,,
48139,"Ellis County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48141,"El Paso County, Texas",C2134,"El Paso, TX",Metro,CS238,"El Paso-Las Cruces, TX-NM"
48143,"Erath County, Texas",C4450,"Stephenville, TX",Micro,,
48145,"Falls County, Texas",C4738,"Waco, TX",Metro,,
48147,"Fannin County, Texas",,,,,
48149,"Fayette County, Texas",,,,,
48151,"Fisher County, Texas",,,,,
48153,"Floyd County, Texas",,,,,
48155,"Foard County, Texas",,,,,
48157,"Fort Bend County, Texas",C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48159,"Franklin County, Texas",,,,,
48161,"Freestone County, Texas",,,,,
48163,"Frio County, Texas",,,,,
48165,"Gaines County, Texas",,,,,
48167,"Galveston County, Texas",C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48169,"Garza County, Texas",,,,,
48171,"Gillespie County, Texas",C2324,"Fredericksburg, TX",Micro,,
48173,"Glasscock County, Texas",C1370,"Big Spring, TX",Micro,,
48175,"Goliad County, Texas",C4702,"Victoria, TX",Metro,CS544,"Victoria-Port Lavaca, TX"
48177,"Gonzales County, Texas",,,,,
48179,"Gray County, Texas",C3742,"Pampa, TX",Micro,,
48181,"Grayson County, Texas",C4330,"Sherman-Denison, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48183,"Gregg County, Texas",C3098,"Longview, TX",Metro,CS346,"Longview-Marshall, TX"
48185,"Grimes County, Texas",,,,,
48187,"Guadalupe County, Texas",C4170,"San Antonio-New Braunfels, TX",Metro,,
48189,"Hale County, Texas",C3838,"Plainview, TX",Micro,,
48191,"Hall County, Texas",,,,,
48193,"Hamilton County, Texas",,,,,
48195,"Hansford County, Texas",,,,,
48197,"Hardeman County, Texas",,,,,
48199,"Hardin County, Texas",C1314,"Beaumont-Port Arthur, TX",Metro,,
48201,"Harris County, Texas",C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48203,"Harrison County, Texas",C3222,"Marshall, TX",Micro,CS346,"Longview-Marshall, TX"
48205,"Hartley County, Texas",,,,,
48207,"Haskell County, Texas",,,,,
48209,"Hays County, Texas",C1242,"Austin-Round Rock, TX",Metro,,
48211,"Hemphill County, Texas",,,,,
48213,"Henderson County, Texas",C1198,"Athens, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48215,"Hidalgo County, Texas",C3258,"McAllen-Edinburg-Mission, TX",Metro,CS365,"McAllen-Edinburg, TX"
48217,"Hill County, Texas",,,,,
48219,"Hockley County, Texas",C3022,"Levelland, TX",Micro,CS352,"Lubbock-Levelland, TX"
48221,"Hood County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48223,"Hopkins County, Texas",C4486,"Sulphur Springs, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48225,"Houston County, Texas",,,,,
48227,"Howard County, Texas",C1370,"Big Spring, TX",Micro,,
48229,"Hudspeth County, Texas",C2134,"El Paso, TX",Metro,CS238,"El Paso-Las Cruces, TX-NM"
48231,"Hunt County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48233,"Hutchinson County, Texas",C1442,"Borger, TX",Micro,CS108,"Amarillo-Borger, TX"
48235,"Irion County, Texas",C4166,"San Angelo, TX",Metro,,
48237,"Jack County, Texas",,,,,
48239,"Jackson County, Texas",,,,,
48241,"Jasper County, Texas",,,,,
48243,"Jeff Davis County, Texas",,,,,
48245,"Jefferson County, Texas",C1314,"Beaumont-Port Arthur, TX",Metro,,
48247,"Jim Hogg County, Texas",,,,,
48249,"Jim Wells County, Texas",C1086,"Alice, TX",Micro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48251,"Johnson County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48253,"Jones County, Texas",C1018,"Abilene, TX",Metro,,
48255,"Karnes County, Texas",,,,,
48257,"Kaufman County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48259,"Kendall County, Texas",C4170,"San Antonio-New Braunfels, TX",Metro,,
48261,"Kenedy County, Texas",C2878,"Kingsville, TX",Micro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48263,"Kent County, Texas",,,,,
48265,"Kerr County, Texas",C2850,"Kerrville, TX",Micro,,
48267,"Kimble County, Texas",,,,,
48269,"King County, Texas",,,,,
48271,"Kinney County, Texas",,,,,
48273,"Kleberg County, Texas",C2878,"Kingsville, TX",Micro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48275,"Knox County, Texas",,,,,
48277,"Lamar County, Texas",C3758,"Paris, TX",Micro,,
48279,"Lamb County, Texas",,,,,
48281,"Lampasas County, Texas",C2866,"Killeen-Temple, TX",Metro,,
48283,"La Salle County, Texas",,,,,
48285,"Lavaca County, Texas",,,,,
48287,"Lee County, Texas",,,,,
48289,"Leon County, Texas",,,,,
48291,"Liberty County, Texas",C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48293,"Limestone County, Texas",,,,,
48295,"Lipscomb County, Texas",,,,,
48297,"Live Oak County, Texas",,,,,
48299,"Llano County, Texas",,,,,
48301,"Loving County, Texas",,,,,
48303,"Lubbock County, Texas",C3118,"Lubbock, TX",Metro,CS352,"Lubbock-Levelland, TX"
48305,"Lynn County, Texas",C3118,"Lubbock, TX",Metro,CS352,"Lubbock-Levelland, TX"
48307,"McCulloch County, Texas",,,,,
48309,"McLennan County, Texas",C4738,"Waco, TX",Metro,,
48311,"McMullen County, Texas",,,,,
48313,"Madison County, Texas",,,,,
48315,"Marion County, Texas",,,,,
48317,"Martin County, Texas",C3326,"Midland, TX",Metro,CS372,"Midland-Odessa, TX"
48319,"Mason County, Texas",,,,,
48321,"Matagorda County, Texas",C1306,"Bay City, TX",Micro,CS288,"Houston-The Woodlands, TX"
48323,"Maverick County, Texas",C2058,"Eagle Pass, TX",Micro,,
48325,"Medina County, Texas",C4170,"San Antonio-New Braunfels, TX",Metro,,
48327,"Menard County, Texas",,,,,
48329,"Midland County, Texas",C3326,"Midland, TX",Metro,CS372,"Midland-Odessa, TX"
48331,"Milam County, Texas",,,,,
48333,"Mills County, Texas",,,,,
48335,"Mitchell County, Texas",,,,,
48337,"Montague County, Texas",,,,,
48339,"Montgomery County, Texas",C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48341,"Moore County, Texas",C2030,"Dumas, TX",Micro,,
48343,"Morris County, Texas",,,,,
48345,"Motley County, Texas",,,,,
48347,"Nacogdoches County, Texas",C3486,"Nacogdoches, TX",Micro,,
48349,"Navarro County, Texas",C1862,"Corsicana, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48351,"Newton County, Texas",C1314,"Beaumont-Port Arthur, TX",Metro,,
48353,"Nolan County, Texas",C4502,"Sweetwater, TX",Micro,,
48355,"Nueces County, Texas",C1858,"Corpus Christi, TX",Metro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48357,"Ochiltree County, Texas",,,,,
48359,"Oldham County, Texas",C1110,"Amarillo, TX",Metro,CS108,"Amarillo-Borger, TX"
48361,"Orange County, Texas",C1314,"Beaumont-Port Arthur, TX",Metro,,
48363,"Palo Pinto County, Texas",C3342,"Mineral Wells, TX",Micro,CS206,"Dallas-Fort Worth, TX-OK"
48365,"Panola County, Texas",,,,,
48367,"Parker County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48369,"Parmer County, Texas",,,,,
48371,"Pecos County, Texas",,,,,
48373,"Polk County, Texas",,,,,
48375,"Potter County, Texas",C1110,"Amarillo, TX",Metro,CS108,"Amarillo-Borger, TX"
48377,"Presidio County, Texas",,,,,
48379,"Rains County, Texas",,,,,
48381,"Randall County, Texas",C1110,"Amarillo, TX",Metro,CS108,"Amarillo-Borger, TX"
48383,"Reagan County, Texas",,,,,
48385,"Real County, Texas",,,,,
48387,"Red River County, Texas",,,,,
48389,"Reeves County, Texas",C3778,"Pecos, TX",Micro,,
48391,"Refugio County, Texas",,,,,
48393,"Roberts County, Texas",,,,,
48395,"Robertson County, Texas",C1778,"College Station-Bryan, TX",Metro,,
48397,"Rockwall County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48399,"Runnels County, Texas",,,,,
48401,"Rusk County, Texas",C3098,"Longview, TX",Metro,CS346,"Longview-Marshall, TX"
48403,"Sabine County, Texas",,,,,
48405,"San Augustine County, Texas",,,,,
48407,"San Jacinto County, Texas",,,,,
48409,"San Patricio County, Texas",C1858,"Corpus Christi, TX",Metro,CS204,"Corpus Christi-Kingsville-Alice, TX"
48411,"San Saba County, Texas",,,,,
48413,"Schleicher County, Texas",,,,,
48415,"Scurry County, Texas",C4366,"Snyder, TX",Micro,,
48417,"Shackelford County, Texas",,,,,
48419,"Shelby County, Texas",,,,,
48421,"Sherman County, Texas",,,,,
48423,"Smith County, Texas",C4634,"Tyler, TX",Metro,CS540,"Tyler-Jacksonville, TX"
48425,"Somervell County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48427,"Starr County, Texas",C4010,"Rio Grande City, TX",Micro,CS365,"McAllen-Edinburg, TX"
48429,"Stephens County, Texas",,,,,
48431,"Sterling County, Texas",,,,,
48433,"Stonewall County, Texas",,,,,
48435,"Sutton County, Texas",,,,,
48437,"Swisher County, Texas",,,,,
48439,"Tarrant County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48441,"Taylor County, Texas",C1018,"Abilene, TX",Metro,,
48443,"Terrell County, Texas",,,,,
48445,"Terry County, Texas",,,,,
48447,"Throckmorton County, Texas",,,,,
48449,"Titus County, Texas",C3442,"Mount Pleasant, TX",Micro,,
48451,"Tom Green County, Texas",C4166,"San Angelo, TX",Metro,,
48453,"Travis County, Texas",C1242,"Austin-Round Rock, TX",Metro,,
48455,"Trinity County, Texas",C2666,"Huntsville, TX",Micro,CS288,"Houston-The Woodlands, TX"
48457,"Tyler County, Texas",,,,,
48459,"Upshur County, Texas",C3098,"Longview, TX",Metro,CS346,"Longview-Marshall, TX"
48461,"Upton County, Texas",,,,,
48463,"Uvalde County, Texas",C4662,"Uvalde, TX",Micro,,
48465,"Val Verde County, Texas",C1962,"Del Rio, TX",Micro,,
48467,"Van Zandt County, Texas",,,,,
48469,"Victoria County, Texas",C4702,"Victoria, TX",Metro,CS544,"Victoria-Port Lavaca, TX"
48471,"Walker County, Texas",C2666,"Huntsville, TX",Micro,CS288,"Houston-The Woodlands, TX"
48473,"Waller County, Texas",C2642,"Houston-The Woodlands-Sugar Land, TX",Metro,CS288,"Houston-The Woodlands, TX"
48475,"Ward County, Texas",,,,,
48477,"Washington County, Texas",C1478,"Brenham, TX",Micro,CS288,"Houston-The Woodlands, TX"
48479,"Webb County, Texas",C2970,"Laredo, TX",Metro,,
48481,"Wharton County, Texas",C2090,"El Campo, TX",Micro,CS288,"Houston-The Woodlands, TX"
48483,"Wheeler County, Texas",,,,,
48485,"Wichita County, Texas",C4866,"Wichita Falls, TX",Metro,,
48487,"Wilbarger County, Texas",C4690,"Vernon, TX",Micro,,
48489,"Willacy County, Texas",C3970,"Raymondville, TX",Micro,CS154,"Brownsville-Harlingen-Raymondville, TX"
48491,"Williamson County, Texas",C1242,"Austin-Round Rock, TX",Metro,,
48493,"Wilson County, Texas",C4170,"San Antonio-New Braunfels, TX",Metro,,
48495,"Winkler County, Texas",,,,,
48497,"Wise County, Texas",C1910,"Dallas-Fort Worth-Arlington, TX",Metro,CS206,"Dallas-Fort Worth, TX-OK"
48499,"Wood County, Texas",,,,,
48501,"Yoakum County, Texas",,,,,
48503,"Young County, Texas",,,,,
48505,"Zapata County, Texas",C4982,"Zapata, TX",Micro,,
48507,"Zavala County, Texas",,,,,
49001,"Beaver County, Utah",,,,,
49003,"Box Elder County, Utah",C3626,"Ogden-Clearfield, UT",Metro,CS482,"Salt Lake City-Provo-Orem, UT"
49005,"Cache County, Utah",C3086,"Logan, UT-ID",Metro,,
49007,"Carbon County, Utah",C3922,"Price, UT",Micro,,
49009,"Daggett County, Utah",,,,,
49011,"Davis County, Utah",C3626,"Ogden-Clearfield, UT",Metro,CS482,"Salt Lake City-Provo-Orem, UT"
49013,"Duchesne County, Utah",,,,,
49015,"Emery County, Utah",,,,,
49017,"Garfield County, Utah",,,,,
49019,"Grand County, Utah",,,,,
49021,"Iron County, Utah",C1626,"Cedar City, UT",Micro,,
49023,"Juab County, Utah",C3934,"Provo-Orem, UT",Metro,CS482,"Salt Lake City-Provo-Orem, UT"
49025,"Kane County, Utah",,,,,
49027,"Millard County, Utah",,,,,
49029,"Morgan County, Utah",C3626,"Ogden-Clearfield, UT",Metro,CS482,"Salt Lake City-Provo-Orem, UT"
49031,"Piute County, Utah",,,,,
49033,"Rich County, Utah",,,,,
49035,"Salt Lake County, Utah",C4162,"Salt Lake City, UT",Metro,CS482,"Salt Lake City-Provo-Orem, UT"
49037,"San Juan County, Utah",,,,,
49039,"Sanpete County, Utah",,,,,
49041,"Sevier County, Utah",,,,,
49043,"Summit County, Utah",C4492,"Summit Park, UT",Micro,CS482,"Salt Lake City-Provo-Orem, UT"
49045,"Tooele County, Utah",C4162,"Salt Lake City, UT",Metro,CS482,"Salt Lake City-Provo-Orem, UT"
49047,"Uintah County, Utah",C4686,"Vernal, UT",Micro,,
49049,"Utah County, Utah",C3934,"Provo-Orem, UT",Metro,CS482,"Salt Lake City-Provo-Orem, UT"
49051,"Wasatch County, Utah",C2572,"Heber, UT",Micro,CS482,"Salt Lake City-Provo-Orem, UT"
49053,"Washington County, Utah",C4110,"St. George, UT",Metro,,
49055,"Wayne County, Utah",,,,,
49057,"Weber County, Utah",C3626,"Ogden-Clearfield, UT",Metro,CS482,"Salt Lake City-Provo-Orem, UT"
50001,"Addison County, Vermont",,,,,
50003,"Bennington County, Vermont",C1354,"Bennington, VT",Micro,,
50005,"Caledonia County, Vermont",,,,,
50007,"Chittenden County, Vermont",C1554,"Burlington-South Burlington, VT",Metro,,
50009,"Essex County, Vermont",C1362,"Berlin, NH-VT",Micro,,
50011,"Franklin County, Vermont",C1554,"Burlington-South Burlington, VT",Metro,,
50013,"Grand Isle County, Vermont",C1554,"Burlington-South Burlington, VT",Metro,,
50015,"Lamoille County, Vermont",,,,,
50017,"Orange County, Vermont",C1720,"Claremont-Lebanon, NH-VT",Micro,,
50019,"Orleans County, Vermont",,,,,
50021,"Rutland County, Vermont",C4086,"Rutland, VT",Micro,,
50023,"Washington County, Vermont",C1274,"Barre, VT",Micro,,
50025,"Windham County, Vermont",,,,,
50027,"Windsor County, Vermont",C1720,"Claremont-Lebanon, NH-VT",Micro,,
51001,"Accomack County, Virginia",,,,,
51003,"Albemarle County, Virginia",C1682,"Charlottesville, VA",Metro,,
51005,"Alleghany County, Virginia",,,,,
51007,"Amelia County, Virginia",C4006,"Richmond, VA",Metro,,
51009,"Amherst County, Virginia",C3134,"Lynchburg, VA",Metro,,
51011,"Appomattox County, Virginia",C3134,"Lynchburg, VA",Metro,,
51013,"Arlington County, Virginia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51015,"Augusta County, Virginia",C4442,"Staunton-Waynesboro, VA",Metro,CS277,"Harrisonburg-Staunton-Waynesboro, VA"
51017,"Bath County, Virginia",,,,,
51019,"Bedford County, Virginia",C3134,"Lynchburg, VA",Metro,,
51021,"Bland County, Virginia",,,,,
51023,"Botetourt County, Virginia",C4022,"Roanoke, VA",Metro,,
51025,"Brunswick County, Virginia",,,,,
51027,"Buchanan County, Virginia",,,,,
51029,"Buckingham County, Virginia",C1682,"Charlottesville, VA",Metro,,
51031,"Campbell County, Virginia",C3134,"Lynchburg, VA",Metro,,
51033,"Caroline County, Virginia",C4006,"Richmond, VA",Metro,,
51035,"Carroll County, Virginia",,,,,
51036,"Charles City County, Virginia",C4006,"Richmond, VA",Metro,,
51037,"Charlotte County, Virginia",,,,,
51041,"Chesterfield County, Virginia",C4006,"Richmond, VA",Metro,,
51043,"Clarke County, Virginia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51045,"Craig County, Virginia",C4022,"Roanoke, VA",Metro,,
51047,"Culpeper County, Virginia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51049,"Cumberland County, Virginia",,,,,
51051,"Dickenson County, Virginia",C1372,"Big Stone Gap, VA",Micro,,
51053,"Dinwiddie County, Virginia",C4006,"Richmond, VA",Metro,,
51057,"Essex County, Virginia",,,,,
51059,"Fairfax County, Virginia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51061,"Fauquier County, Virginia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51063,"Floyd County, Virginia",C1398,"Blacksburg-Christiansburg-Radford, VA",Metro,,
51065,"Fluvanna County, Virginia",C1682,"Charlottesville, VA",Metro,,
51067,"Franklin County, Virginia",C4022,"Roanoke, VA",Metro,,
51069,"Frederick County, Virginia",C4902,"Winchester, VA-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51071,"Giles County, Virginia",C1398,"Blacksburg-Christiansburg-Radford, VA",Metro,,
51073,"Gloucester County, Virginia",C4726,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,CS545,"Virginia Beach-Norfolk, VA-NC"
51075,"Goochland County, Virginia",C4006,"Richmond, VA",Metro,,
51077,"Grayson County, Virginia",,,,,
51079,"Greene County, Virginia",C1682,"Charlottesville, VA",Metro,,
51081,"Greensville County, Virginia",,,,,
51083,"Halifax County, Virginia",,,,,
51085,"Hanover County, Virginia",C4006,"Richmond, VA",Metro,,
51087,"Henrico County, Virginia",C4006,"Richmond, VA",Metro,,
51089,"Henry County, Virginia",C3230,"Martinsville, VA",Micro,,
51091,"Highland County, Virginia",,,,,
51093,"Isle of Wight County, Virginia",C4726,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,CS545,"Virginia Beach-Norfolk, VA-NC"
51095,"James City County, Virginia",C4726,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,CS545,"Virginia Beach-Norfolk, VA-NC"
51097,"King and Queen County, Virginia",,,,,
51099,"King George County, Virginia",,,,,
51101,"King William County, Virginia",C4006,"Richmond, VA",Metro,,
51103,"Lancaster County, Virginia",,,,,
51105,"Lee County, Virginia",,,,,
51107,"Loudoun County, Virginia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51109,"Louisa County, Virginia",,,,,
51111,"Lunenburg County, Virginia",,,,,
51113,"Madison County, Virginia",,,,,
51115,"Mathews County, Virginia",C4726,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,CS545,"Virginia Beach-Norfolk, VA-NC"
51117,"Mecklenburg County, Virginia",,,,,
51119,"Middlesex County, Virginia",,,,,
51121,"Montgomery County, Virginia",C1398,"Blacksburg-Christiansburg-Radford, VA",Metro,,
51125,"Nelson County, Virginia",C1682,"Charlottesville, VA",Metro,,
51127,"New Kent County, Virginia",C4006,"Richmond, VA",Metro,,
51131,"Northampton County, Virginia",,,,,
51133,"Northumberland County, Virginia",,,,,
51135,"Nottoway County, Virginia",,,,,
51137,"Orange County, Virginia",,,,,
51139,"Page County, Virginia",,,,,
51141,"Patrick County, Virginia",,,,,
51143,"Pittsylvania County, Virginia",C1926,"Danville, VA",Micro,,
51145,"Powhatan County, Virginia",C4006,"Richmond, VA",Metro,,
51147,"Prince Edward County, Virginia",,,,,
51149,"Prince George County, Virginia",C4006,"Richmond, VA",Metro,,
51153,"Prince William County, Virginia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51155,"Pulaski County, Virginia",C1398,"Blacksburg-Christiansburg-Radford, VA",Metro,,
51157,"Rappahannock County, Virginia",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51159,"Richmond County, Virginia",,,,,
51161,"Roanoke County, Virginia",C4022,"Roanoke, VA",Metro,,
51163,"Rockbridge County, Virginia",,,,,
51165,"Rockingham County, Virginia",C2550,"Harrisonburg, VA",Metro,CS277,"Harrisonburg-Staunton-Waynesboro, VA"
51167,"Russell County, Virginia",,,,,
